U5,U20,U76,U30,U6,U3,U30,U21,U5,U40,U12,U35,U13,U20,U6,U33,U63,U21,U7,U12,U9,U13,U3,U5,U27,U50,U17,U29,U6,U40,U7,U65,U30,U21,U13,U17,U64,U4,U27,U63,U33,U30,U12,U17,U25,U20,U5,U7,U6,U3,U29,U21,U17,U37,U14,U8,U4,U12,U52,U29,U31,U50,U15,U17,U24,U16,U59,U7,U25,U29,U13,U10,U8,U5,U32,U1,U6,U11,U52,U29,U20,U19,U24,U33,U15,U4,U16,U14,U17,U3,U96,U13,U22,U20,U23,U2,U12,U27,U11,U31,U10,U38,U29,U1,U24,U39,U14,U21,U5,U67,U60,U6,U29,U19,U7,U8,U12,U46,U4,U11,U27,U37,U40,U22,U14,U10,U25,U60
U12,U31,U111,U50,U64,U12,U33,U27,U20,U50,U30,U42,U29,U59,U25,U66,U65,U29,U9,U17,U16,U29,U66,U38,U30,U103,U20,U49,U37,U53,U12,U101,U31,U26,U76,U20,U80,U48,U38,U82,U45,U50,U29,U40,U100,U51,U16,U39,U24,U13,U48,U30,U26,U43,U27,U20,U39,U90,U75,U33,U53,U81,U36,U35,U30,U55,U82,U20,U58,U62,U14,U39,U50,U27,U38,U12,U21,U94,U67,U40,U80,U25,U73,U41,U54,U50,U36,U18,U90,U7,U106,U46,U30,U45,U65,U8,U28,U34,U25,U50,U73,U40,U51,U17,U76,U55,U26,U30,U75,U72,U79,U15,U49,U32,U13,U17,U73,U66,U23,U34,U30,U78,U52,U24,U18,U84,U54,U64
U35,U50,U130,U51,U100,U20,U50,U54,U29,U80,U53,U49,U31,U64,U27,U107,U123,U30,U52,U20,U25,U32,U76,U80,U54,U109,U25,U68,U52,U66,U16,U109,U35,U50,U112,U25,U123,U56,U66,U157,U59,U73,U32,U53,U111,U93,U64,U46,U57,U70,U49,U42,U86,U56,U38,U25,U64,U127,U105,U40,U80,U94,U93,U60,U74,U78,U87,U46,U61,U65,U51,U42,U57,U45,U63,U17,U26,U101,U79,U49,U85,U53,U76,U64,U84,U60,U37,U39,U136,U29,U137,U69,U68,U56,U77,U62,U42,U82,U59,U64,U99,U43,U52,U66,U87,U93,U33,U41,U94,U121,U95,U16,U81,U36,U44,U45,U74,U70,U90,U39,U62,U102,U83,U29,U20,U103,U69,U101
U50,U64,U139,U52,U128,U103,U80,U76,U52,U105,U77,U51,U111,U76,U50,U112,U125,U40,U58,U50,U53,U42,U90,U94,U56,U117,U33,U94,U70,U77,U46,U150,U60,U55,U115,U29,U125,U58,U75,U165,U71,U77,U52,U80,U164,U115,U74,U60,U62,U89,U54,U50,U98,U67,U68,U45,U77,U152,U115,U57,U114,U101,U103,U123,U76,U95,U92,U48,U102,U72,U64,U56,U66,U113,U77,U43,U30,U106,U83,U95,U91,U59,U87,U78,U88,U81,U48,U72,U141,U74,U138,U80,U129,U71,U92,U95,U114,U108,U103,U94,U134,U47,U78,U80,U101,U111,U35,U48,U110,U134,U115,U20,U83,U64,U114,U56,U88,U94,U106,U42,U101,U146,U85,U38,U43,U108,U93,U131
U80,U80,U195,U53,U138,U107,U172,U82,U64,U107,U103,U70,U114,U80,U103,U114,U133,U103,U67,U60,U71,U59,U101,U107,U92,U123,U51,U129,U71,U80,U59,U180,U103,U67,U140,U42,U133,U87,U88,U169,U94,U96,U92,U107,U166,U122,U112,U94,U65,U161,U87,U59,U114,U73,U94,U71,U132,U168,U116,U66,U141,U109,U125,U154,U190,U96,U106,U73,U126,U101,U80,U71,U110,U116,U132,U112,U44,U109,U103,U123,U100,U70,U93,U108,U101,U86,U57,U89,U152,U83,U145,U97,U173,U132,U101,U109,U128,U110,U125,U119,U142,U57,U83,U109,U102,U114,U152,U53,U127,U166,U120,U25,U91,U80,U126,U57,U125,U96,U110,U63,U109,U152,U86,U65,U50,U126,U94,U133
U103,U103,U273,U63,U168,U114,U194,U103,U122,U112,U120,U92,U169,U128,U122,U134,U180,U105,U80,U64,U160,U82,U150,U120,U112,U130,U64,U136,U86,U114,U73,U195,U107,U122,U157,U94,U152,U90,U120,U243,U114,U101,U105,U130,U168,U135,U116,U114,U66,U180,U113,U80,U115,U106,U101,U103,U167,U171,U120,U88,U156,U133,U134,U196,U209,U115,U130,U128,U150,U107,U94,U111,U148,U141,U164,U122,U114,U115,U105,U124,U118,U75,U110,U154,U102,U114,U66,U94,U157,U91,U163,U117,U198,U164,U112,U115,U154,U140,U157,U123,U150,U61,U85,U115,U106,U118,U170,U58,U148,U172,U169,U50,U143,U101,U132,U59,U150,U97,U118,U104,U144,U163,U100,U76,U80,U128,U134,U154
U168,U136,U284,U80,U191,U133,U218,U113,U160,U114,U136,U130,U182,U139,U156,U138,U236,U151,U113,U77,U171,U103,U156,U122,U114,U152,U101,U166,U105,U134,U93,U196,U113,U138,U165,U114,U171,U101,U127,U247,U115,U103,U106,U132,U181,U188,U140,U134,U76,U241,U139,U95,U160,U136,U134,U107,U192,U172,U138,U112,U197,U135,U142,U233,U218,U137,U206,U155,U161,U108,U103,U203,U151,U143,U167,U146,U172,U139,U134,U125,U126,U98,U121,U155,U104,U115,U109,U103,U158,U116,U184,U118,U206,U170,U122,U130,U190,U153,U158,U135,U172,U105,U91,U126,U141,U176,U175,U103,U157,U186,U173,U108,U159,U112,U140,U71,U158,U98,U134,U107,U155,U173,U105,U87,U95,U136,U183,U170
U191,U171,U285,U92,U192,U182,U228,U114,U168,U123,U207,U134,U195,U172,U191,U150,U261,U172,U152,U94,U191,U109,U168,U148,U125,U196,U111,U172,U139,U165,U154,U218,U132,U156,U186,U116,U182,U103,U151,U248,U134,U109,U128,U187,U206,U218,U148,U165,U78,U249,U172,U102,U165,U150,U154,U109,U231,U194,U161,U121,U200,U140,U157,U236,U256,U153,U213,U169,U165,U109,U115,U216,U152,U154,U169,U165,U181,U140,U142,U135,U156,U120,U150,U169,U107,U183,U144,U172,U161,U134,U225,U126,U213,U177,U146,U133,U196,U182,U162,U156,U179,U161,U107,U131,U146,U207,U191,U116,U158,U200,U204,U109,U179,U122,U151,U77,U170,U115,U141,U135,U165,U191,U114,U91,U115,U157,U207,U196
U194,U204,U288,U103,U207,U193,U232,U159,U171,U148,U231,U165,U204,U193,U213,U165,U272,U189,U166,U100,U196,U172,U182,U169,U134,U213,U128,U252,U169,U197,U207,U236,U135,U160,U194,U134,U191,U109,U154,U251,U193,U150,U172,U210,U207,U225,U152,U191,U101,U251,U209,U117,U173,U157,U196,U129,U249,U195,U164,U122,U210,U207,U166,U260,U273,U173,U214,U172,U238,U114,U134,U235,U170,U179,U217,U168,U208,U161,U160,U153,U177,U127,U159,U196,U146,U241,U171,U194,U175,U202,U229,U143,U233,U188,U168,U147,U209,U231,U178,U258,U218,U169,U113,U149,U165,U233,U220,U154,U160,U210,U205,U139,U188,U124,U153,U103,U171,U123,U142,U137,U172,U206,U116,U92,U130,U158,U217,U238
U218,U213,-,U105,U259,U213,U253,U169,U191,U150,U236,U211,U284,U206,U232,U168,U276,U194,U218,U114,U206,U181,U225,U228,U165,U232,U191,U253,U210,U225,U215,U240,U168,U169,U204,U159,U228,U176,U196,U266,U200,U161,U215,U240,U213,U226,U154,U216,U103,U257,U227,U169,U211,U205,U218,U159,U288,U198,U169,U162,U227,U239,U179,U261,U281,U187,U222,U176,U245,U147,U157,U259,U175,U190,U226,U180,U222,U173,U209,U157,U186,U207,U166,U200,U165,U243,U179,U242,U191,U219,U234,U169,U269,U211,U195,U165,U215,U251,U247,U261,U221,U217,U163,U155,U180,U239,U232,U177,U185,U216,U213,U161,U202,U145,U168,U131,U215,U154,U181,U147,U182,U213,U119,U192,U138,U178,U233,U241
U232,U228,-,U122,U261,U245,U259,U180,U213,U166,U252,U243,U288,U218,U253,U169,U278,U211,U252,U134,U213,U258,U233,U236,U193,U260,U206,U290,U293,U231,U258,U257,U192,U211,U206,U172,U261,U218,U233,U282,U208,U189,U265,U249,U245,U253,U156,U221,U109,U272,U238,U182,U212,U220,U222,U176,U291,U215,U188,U165,U243,U246,U262,U263,U289,U211,U225,U204,U252,U174,U221,U271,U182,U196,U272,U188,U236,U176,U211,U193,U245,U249,U170,U205,U190,U263,U220,U289,U192,U222,U236,U176,U288,U237,U245,U167,U248,U275,U250,U281,U223,U235,U193,U203,U197,U259,U236,U183,U206,U245,U214,U164,U209,U146,U221,U184,U222,U157,U190,U156,U189,U218,U161,U202,U149,U179,U244,U248
U276,U278,-,U218,-,U260,U276,U278,U245,U169,U259,U272,-,U228,U258,U192,U299,U257,U259,U159,U215,U266,U240,U243,U211,U264,U233,-,-,U234,U266,U272,U233,U273,U245,U213,U262,U221,U252,U285,U232,U211,U284,U260,U263,U264,U157,U233,U123,-,U266,U228,U217,U229,U225,U186,-,U221,U191,U232,U285,U259,U266,U277,U298,U248,U234,U282,U253,U177,U228,U298,U191,U198,U296,U212,U254,U185,U219,U201,U248,U258,U210,U232,U221,U285,U227,U293,U218,U260,U249,U187,-,U259,U253,U214,U284,U278,U262,U282,U227,U249,U199,U256,U212,U270,U240,U190,U211,U286,U249,U174,U219,U163,U228,U223,U234,U169,U196,U176,U194,U230,U175,U219,U169,U193,U246,U249
U277,U282,-,U243,-,U290,U277,U293,U263,U172,U285,-,-,U245,U259,U268,-,U281,U263,U165,U245,U269,U247,U285,U218,U272,U245,-,-,U242,U278,U276,U251,-,U292,U264,U268,U225,U259,U293,U236,U271,-,U272,-,U290,U169,U259,U125,-,U268,U236,U258,-,U233,U206,-,-,U193,U251,-,U283,U269,U292,U300,U249,U247,U284,U290,U202,U240,-,U233,U227,-,U215,-,U189,U265,U202,U250,U259,U244,U233,U252,U287,U238,U294,U230,U266,U272,U228,-,U274,U290,U246,U291,-,U280,U283,U254,U255,U202,U268,U222,U273,U266,U196,U238,U294,U251,U198,U226,U165,U243,U233,U250,U260,U201,U177,U236,U251,U208,U220,U214,U224,U257,U267
-,-,-,U263,-,-,U300,-,U268,U218,-,-,-,U273,U260,U283,-,-,U265,U169,U271,U272,U259,-,U251,U277,U259,-,-,U263,U289,U288,U259,-,-,U283,-,U238,U269,-,U242,U279,-,U277,-,U296,U176,U270,U278,-,U276,U248,U293,-,U242,U213,-,-,U254,U296,-,-,U275,-,-,U268,U258,-,U293,U220,U242,-,U249,U270,-,U218,-,U225,U299,U206,U281,-,U251,U267,-,-,U240,U298,U277,U286,U297,-,-,U296,-,U267,-,-,U298,-,U257,U272,U219,U287,U225,-,U295,U242,U293,-,U263,U218,U227,U167,U264,U258,U280,U267,U225,U187,U254,U252,U211,U245,U240,U227,U259,U269
-,-,-,-,-,-,-,-,U299,U281,-,-,-,U293,U277,U300,-,-,-,U207,U289,-,U282,-,U268,U281,U284,-,-,-,-,-,-,-,-,U296,-,U272,-,-,U258,-,-,U300,-,-,U196,U289,U281,-,-,U252,-,-,U245,U240,-,-,U272,-,-,-,U299,-,-,-,U272,-,-,U264,U251,-,U257,U276,-,U266,-,U279,-,U213,U295,-,U264,U268,-,-,-,-,-,U300,-,-,-,-,-,U287,-,-,U299,-,U264,-,U224,U292,U252,-,-,U267,-,-,U272,U271,U248,U178,U289,U259,U297,U272,U281,U249,U266,U253,U265,U255,U242,U297,U284,U286
-,-,-,-,-,-,-,-,-,U282,-,-,-,-,U290,-,-,-,-,U242,U293,-,-,-,U299,-,U300,-,-,-,-,-,-,-,-,U299,-,U281,-,-,-,-,-,-,-,-,U234,U299,-,-,-,-,-,-,U259,U264,-,-,-,-,-,-,-,-,-,-,-,-,-,U294,U278,-,-,-,-,-,-,-,-,U214,U298,-,-,U272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U297,-,-,-,U276,-,-,U298,-,-,U297,U296,U287,U285,-,U299,U298,U277,U300,U279,U287,U290,U268,U278,U272,U298,U293,U296
1169,988,486,0,0,0,0,0,20402,0,0,88,96,0,271,279,1044,0,0,0,396,0,0,0,0,497,0,362,320,89,0,0,803,0,0,48,0,0,431,0,997,0,0,0,190,0,212,1180,0,0,513,0,995,0,0,0,1070,0,799,0,828,0,0,0,0,1002,0,620,0,0,105,1162,611,0,473,0,259,0,173,161,0,1154,379,0,0,0,0,0,781,0,331,0,0,167,0,0,0,0,617,0,262,0,643,0,0,837,244,0,998,1086,0,1117,1170,647,757,0,482,1191,0,255,322,1070,206,0,323,392,565,0,543,0,0,672,0,105,0,0,0,0,0,569,606,101,946,0,214,807,0,0,0,580,0,0,816,0,0,0,520,261,0,0,489,0,571,1021,1044,889,1006,546,687,0,0,888,0,0,0,706,640,30,0,503,0,0,0,0,0,0,0,923,0,1180,0,0,0,0,572,0,0,1132,1197,398,0,332,482,0,255,0,0,0,1188,636,0,771,0,0,350,0,0,552,355,0,1152,1141,655,0,811,0,80,155,1085,0,80,773,0,0,1013,217,887,0,0,0,0,0,0,0,0,0,585,0,0,363,292,0,0,0,0,0,0,782,0,0,155,320,709,1177,0,345,0,0,0,0,0,452,0,0,828,572,0,0,0,358,123,406,0,0,0,0,976,818,0,0,116,0,0,1193,590,0,548,610,391,0,0.01906956474573228
14.927,19.756,24.91385,17.211149999999996,19.7375,17.93003333333333,13.575999999999999,12.06275,1.9082499999999984,14.5445,11.681599999999998,11.69088,12.736,10.66516,13.957499999999998,12.924249999999999,7.938,20.416,15.930599999999998,8.32322857142857,16.095666666666666,16.919,13.162499999999998,11.70192,8.324,15.751999999999999,12.864375,21.125,6.589066666666667,8.341199999999999,22.682399999999998,20.474375000000002,13.747857142857143,12.248999999999999,24.3126,14.0184,20.1883,13.5768,8.870399999999998,12.380799999999997,13.22025,13.6288,13.2388,19.908,11.7936,14.252799999999999,19.692,11.646719999999998,18.656,7.222588235294118,17.492,12.593155555555555,12.945500000000001,22.5368,23.555133333333334,12.664166666666667,8.237716666666666,21.7815,9.859666666666666,12.4457,18.333,14.75855,24.672999999999995,8.576871428571428,15.0727,8.3203,16.539840000000005,22.7286,19.4833,19.04928,11.12742857142857,11.671999999999999,9.869428571428571,14.306050000000003,14.58225,11.36496,11.382312500000001,11.35472,15.752099999999999,6.608505263157895,14.750333333333332,18.112959999999998,6.497400000000001,21.1,12.28,20.5548,10.780466666666667,16.07235,24.7425,16.50352,6.266239999999999,16.786285714285714,12.437600000000002,5.763613333333334,8.9792,15.0898,13.6384,17.811200000000003,18.008,24.1592,4.992900000000001,10.089859999999998,5.113591304347826,18.3964,12.314333333333334,8.101428571428572,9.390181818181818,8.208639999999999,5.05488,6.76928,18.425299999999996,10.217333333333334,15.47,5.1816,4.851171428571428,9.845428571428572,23.9575,6.81975,13.628799999999998,14.887999999999998,14.795,10.2212,10.833655555555556,18.77,10.844074999999998,6.597,14.2515,15.9888,22.717866666666666,16.508057142857144,7.877333333333333,10.842433333333332,19.432599999999997,5.734564705882354,11.427000000000001,20.4401,15.276000000000002,19.293333333333333,18.5736,10.6016,8.87472,10.9256,10.938666666666668,18.1272,12.573,5.5284,14.157000000000002,19.32624,12.174,9.34109,23.664,9.2818,9.82865,6.576581818181818,10.6245,11.014125,5.4635,5.3498399999999995,16.74755,15.87,6.36191111111111,22.6665,6.086,10.84842,5.259882352941177,12.934814285714285,10.598,10.441954545454546,5.10342,6.805866666666667,16.715657142857143,6.285549999999999,8.6845,24.6175,9.504,7.7566500000000005,7.87856,7.46,7.550999999999999,16.4312,22.07195,13.464,11.828800000000001,14.2137,17.191650000000003,16.243499999999997,15.7516,10.537339999999999,24.663125,6.273866666666667,9.120000000000001,19.231799999999996,13.482675,18.26,21.75052,6.4056000000000015,25.665466666666664,10.580075,15.814,14.2137,21.4268,6.650999999999999,17.7498,24.454559999999997,15.5141,8.171636363636365,12.669799999999999,25.654200000000003,9.687259999999998,13.54016,8.448136363636364,15.272799999999998,8.271135714285714,8.2098,11.026599999999998,18.476666666666667,14.347500000000002,6.9003,6.7886,10.689359999999999,8.210828571428571,7.6672,9.843,12.574200000000001,7.79148,20.497600000000002,7.728571428571428,12.837066666666667,21.7626,18.038899999999998,22.930625,13.838399999999998,6.350153846153845,14.383599999999998,16.76625,8.758145454545454,20.493000000000002,11.104999999999999,25.316200000000002,10.019975,23.4032,10.834312500000001,15.39177142857143,24.354999999999997,8.358461538461539,18.804999999999996,18.30685,9.431142857142857,5.3197090909090905,9.9584,7.550720000000001,10.721333333333332,15.7904,11.979375,13.224,21.8244,15.780800000000001,9.440000000000001,6.140577777777778,15.072428571428572,20.724079999999997,20.568,13.2832,8.6,24.283750000000005,8.737000000000002,6.2819199999999995,11.171066666666666,18.01866,17.589333333333332,21.197375,5.3549999999999995,23.110080000000004,25.3916,19.813200000000002,16.335,14.808599999999998,15.101324999999997,23.573333333333334,10.724,10.342933333333333,18.5125,20.938200000000002,17.239514285714286,15.8612,10.5728,5.167259999999999,21.254759999999997,12.915466666666665,15.39657142857143,23.062,22.376,10.58499,11.3536,14.775599999999999,10.074514285714285,4.878159999999999,5.225099999999999,10.840866666666667,15.004542857142857,0.8597251484600731
-189.8359223088627
17
