U18,U2,U4,U13,U5,U11,U28,U20,U16,U25,U22,U15,U6,U7,U4,U10,U1,U2,U3,U22,U9,U5,U16,U14,U4
U37,U37,U15,U24,U31,U37,U37,U37,U17,U26,U24,U33,U30,U18,U31,U12,U19,U13,U8,U23,U26,U11,U20,U17,U10
U39,-,U37,U37,U37,-,-,-,-,U39,U34,-,-,-,U37,U35,U38,U32,U40,U28,U27,U24,U34,U25,U12
-,-,-,U39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U29,U39,U36,U31,U15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U18
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U33
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U35
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U37
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,0,942,0,0,55,0,0,681,0,514,0,0,606,0,0,225,0,0,93,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0,0,0,0.014509235913667007
21.905,21.7824,21.287499999999998,10.588,23.60625,23.424999999999997,20.95,21.7925,19.6466,7.7077,21.940800000000003,7.985,20.1792,9.487499999999997,11.550399999999998,18.2367,17.330299999999998,11.708799999999998,18.584,22.6527,4.74,12.577549999999999,14.879999999999999,13.680833333333332,17.28125,18.645,22.296,17.3544,22.4618,22.488,11.822766666666666,20.7023,13.8125,16.44125,9.959,18.7512,17.1171,20.4815,13.8047,20.148,0.7036031991744066
-13.805632714492601
0
