U17,U17,U29,U1,U4,U9,U20,U3,U7,U4,U14,U6,U17,U12,U2,U9,U29,U1,U16,U11,U7,U3,U12,-,-
U33,U30,U33,U8,U13,U12,U28,U5,U16,U18,U34,U24,U31,U35,U21,U13,U32,U8,U23,U20,U17,U4,U14,-,-
-,-,-,-,U15,U31,U30,U10,U26,U38,-,U36,U33,U40,U25,U19,U39,U31,U26,U28,U37,U5,U33,-,-
-,-,-,-,U18,-,-,U15,-,-,-,-,U37,-,-,-,-,-,U27,U30,U38,U6,U35,-,-
-,-,-,-,U22,-,-,U16,-,-,-,-,-,-,-,-,-,-,-,-,-,U18,U40,-,-
-,-,-,-,-,-,-,U22,-,-,-,-,-,-,-,-,-,-,-,-,-,U24,-,-,-
-,-,-,-,-,-,-,U26,-,-,-,-,-,-,-,-,-,-,-,-,-,U36,-,-,-
-,-,-,-,-,-,-,U36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,0,0,0,0,0,0,0,7698,0,0,0,0,7875,0,0,0,0,0,0,7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07691511663617791
21.75,23.27,22.0625,13.572000000000001,22.0625,12.23125,14.416999999999998,22.106450000000002,19.056649999999998,0.0,22.548000000000002,15.76,19.9488,21.551000000000002,3.057599999999999,10.618333333333334,18.52175,12.8832,22.2088,22.7309,21.240000000000002,3.0279499999999984,15.209999999999999,11.898749999999998,22.125,10.786666666666669,21.048000000000002,21.9876,22.61705,22.521599999999996,13.179000000000002,19.1498,20.995,24.282500000000002,16.603699999999996,12.811200000000001,11.725999999999999,15.0305,21.398,14.202499999999999,0.703296443298969
-76.21182019287895
0
