U8,U6,U1,U1,U1,U2,U1,U3,U1,U3,U1,U2,U1,U1,U2,U2,U1,U2,U1,U2,U1,U3,U2,U1,U2
U9,U9,U2,U2,U6,U3,U2,U6,U2,U11,U2,U3,U2,U3,U3,U3,U2,U3,U2,U3,U2,U7,U6,U2,U3
U14,U14,U3,U3,U8,U11,U3,U8,U13,U12,U6,U8,U3,U8,U6,U4,U3,U7,U3,U7,U3,U9,U8,U3,U4
U22,U22,U9,U8,U9,U14,U12,U9,U14,U23,U8,U13,U4,U9,U12,U5,U11,U9,U6,U11,U4,U11,U10,U7,U7
U23,U23,U11,U11,U23,U22,U13,U11,U23,U24,U9,U14,U11,U11,U14,U7,U12,U14,U8,U12,U5,U12,U17,U12,U8
U24,U24,U14,U12,U25,U23,U14,U12,U27,U25,U12,U22,U12,U13,U16,U8,U13,U20,U16,U13,U8,U14,U20,U13,U10
U28,U25,U23,U14,U28,U24,U23,U14,U28,U30,U14,U23,U16,U14,U20,U16,U14,U23,U21,U14,U17,U16,U21,U14,U11
U30,U30,U28,U22,U30,U30,U25,U22,U30,U31,U16,U26,U23,U23,U21,U23,U21,U24,U23,U16,U21,U19,U22,U16,U14
U36,U35,U29,U23,U36,U32,U27,U23,U32,U35,U22,U27,U24,U27,U22,U24,U22,U25,U25,U20,U23,U23,U23,U17,U17
U37,U36,U30,U24,U37,U34,U29,U24,U34,U36,U23,U28,U25,U30,U23,U25,U23,U30,U26,U22,U24,U25,U24,U21,U23
U38,U37,U36,U25,U38,U35,U30,U25,U36,U37,U25,U30,U29,U31,U25,U26,U27,U32,U27,U23,U25,U28,U26,U23,U25
U39,U39,U37,U30,U39,U36,U34,U27,U37,U38,U27,U31,U32,U33,U34,U27,U28,U33,U31,U30,U27,U31,U30,U27,U30
-,-,U39,U36,-,U37,U36,U30,U39,U39,U33,U34,U34,U34,U36,U30,U31,U34,U34,U34,U29,U34,U32,U31,U34
-,-,-,U37,-,-,U37,U36,-,-,U34,U36,U36,U35,U37,U33,U34,U36,U36,U35,U33,U36,U33,U34,U35
-,-,-,U38,-,-,U38,U37,-,-,U36,U38,U39,U36,U38,U36,U36,U39,U38,U36,U36,U38,U36,U36,U36
-,-,-,U39,-,-,U39,U39,-,-,U40,U39,U40,U39,U39,U39,U39,U40,U39,U37,U39,U39,U40,U39,U39
3184,3486,3962,488,2789,2399,2295,1960,2711,2671,1564,2294,3355,2361,2869,2961,2176,3335,1251,2835,2963,2936,5434,3159,2732,2323,3513,2135,1296,1828,2382,1046,3200,3623,0,3149,3384,3009,3844,1874,0.11019541027744473
8.220983333333331,5.559666666666665,5.118105263157894,13.175999999999998,16.6858,14.31092857142857,6.111299999999997,9.1824,13.66042222222222,5.430000000000001,9.27130909090909,7.939999999999999,10.15,6.678500000000001,0,6.281275,5.2,0,18.535400000000003,9.31575,6.423599999999998,10.21090909090909,4.984575999999999,10.955927272727275,7.00704,12.252500000000001,6.632,16.603414285714283,24.33625,8.238058823529412,8.5238,16.74508,8.4032,5.304319999999996,18.754166666666663,8.223488,18.137333333333334,11.383466666666667,5.741385714285712,14.768,0.530896845224159
-10.488644182520314
3
