U5,U2,U5,U4,U5,U5,U13,U20,U1,U16,U26,U3,U7,U14,U6,U10,U19,U8,U13,U4,U2,U1,U14,U17,U3
U18,U5,U15,U5,U22,U24,U31,U28,U17,U36,U40,U5,U12,U33,U37,U30,U38,U18,U15,U22,U9,U11,U16,U25,U5
-,-,-,-,-,-,-,-,-,-,-,-,-,U34,-,U35,U39,U32,U31,U23,U27,U20,U28,U26,U6
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U29,U24,U36,U34,U7
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U40,U12
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U19
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U33
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,509,0,0,606,1024,0,0,0,0,1214,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4053
21.03,24.771500000000003,24.312499999999996,19.9608,24.087500000000002,19.9375,21.086,21.985699999999998,20.8886,19.7106,22.0464,20.275,20.620800000000003,13.811499999999999,18.6864,16.881999999999998,18.293599999999998,22.315199999999997,14.830400000000001,22.7194,8.099999999999998,18.0021,15.54,22.473750000000003,16.1875,17.568749999999998,22.776,18.6648,22.599800000000002,21.1104,16.967100000000002,20.3297,14.5275,14.903749999999999,18.4667,18.751199999999997,20.735,19.308500000000002,16.335800000000003,18.698999999999998,0.7941224226804122
-4052999.2058775774
0
