U37,U37,U37,U37,U37,U39,U37,U31,U15,U39,U24,U18,U37,U22,U31,U31,U28,U4,U16,U2,U17,U26,U13,U10,U34
U21,U27,U29,U36,U14,U9,U38,U32,U1,U30,U39,U35,U33,U37,U18,U20,U5,U28,U4,U4,U2,U17,U26,U13,U16
-,-,-,-,U8,U40,-,U23,-,-,U35,U33,-,U18,U22,-,-,U25,U22,-,-,-,-,-,U3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,U3,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,U12,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,U25,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,U5,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,U20,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,0,0,0,5723,5441,0,0,0,8545,4555,0,0,4109,0,0,0,4471,0,0,0,0,5204,0,0,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0.14367254975591437
22.49,22.1856,7.068749999999999,19.3536,23.04375,0,0,21.5188,18.094099999999997,23.5456,0,0.11500000000000399,22.08,17.378800000000002,20.759999999999998,15.046600000000002,22.8566,12.681599999999998,0,22.2226,21.299999999999997,9.157066666666665,15.32,14.895000000000003,14.8125,22.18125,22.919999999999998,21.0516,22.689500000000002,22.0176,11.919366666666667,16.479499999999998,22.490000000000002,15.467500000000001,17.81465,21.084,22.372999999999998,21.4475,19.097,19.044,0.685245029239766
-142.9873047266746
24
